split,exercise,person,trial,camera,score,performance
train,E7,P10,T0,C2,4.78,good
train,E7,P10,T3,C0,4.82,good
train,E7,P10,T3,C1,4.82,good
train,E7,P10,T3,C2,4.82,good
train,E7,P10,T4,C0,3.66,bad
train,E7,P10,T4,C1,3.66,bad
train,E7,P10,T4,C2,3.66,bad
train,E7,P10,T5,C0,4.26,good
train,E7,P10,T5,C1,4.26,good
train,E7,P10,T5,C2,4.26,good
train,E7,P10,T6,C0,2.66,bad
train,E7,P10,T6,C1,2.66,bad
train,E7,P10,T6,C2,2.66,bad
train,E7,P14,T0,C0,5.0,good
train,E7,P14,T0,C1,5.0,good
train,E7,P14,T0,C2,5.0,good
train,E7,P14,T3,C0,3.34,bad
train,E7,P14,T3,C1,3.34,bad
train,E7,P14,T3,C2,3.34,bad
train,E7,P14,T4,C0,4.14,good
train,E7,P14,T4,C1,4.14,good
train,E7,P14,T4,C2,4.14,good
train,E7,P14,T5,C0,1.8,bad
train,E7,P14,T5,C1,1.8,bad
train,E7,P14,T5,C2,1.8,bad
train,E7,P14,T6,C0,4.42,good
train,E7,P14,T6,C1,4.42,good
train,E7,P14,T6,C2,4.42,good
train,E7,P15,T0,C0,4.82,good
train,E7,P15,T0,C1,4.82,good
train,E7,P15,T0,C2,4.82,good
train,E7,P15,T3,C0,3.6,bad
train,E7,P15,T3,C1,3.6,bad
train,E7,P15,T3,C2,3.6,bad
train,E7,P15,T4,C0,3.26,bad
train,E7,P15,T4,C1,3.26,bad
train,E7,P15,T4,C2,3.26,bad
train,E7,P15,T5,C0,3.78,bad
train,E7,P15,T5,C1,3.78,bad
train,E7,P15,T5,C2,3.78,bad
train,E7,P15,T6,C0,3.04,bad
train,E7,P15,T6,C1,3.04,bad
train,E7,P15,T6,C2,3.04,bad
train,E7,P2,T0,C0,4.48,good
train,E7,P2,T0,C1,4.48,good
train,E7,P2,T0,C2,4.48,good
train,E7,P2,T1,C0,4.56,good
train,E7,P2,T1,C1,4.56,good
train,E7,P2,T1,C2,4.56,good
train,E7,P2,T2,C0,4.44,good
train,E7,P2,T2,C1,4.44,good
train,E7,P2,T2,C2,4.44,good
train,E7,P3,T0,C0,4.24,good
train,E7,P3,T0,C1,4.24,good
train,E7,P3,T0,C2,4.24,good
train,E7,P3,T1,C0,4.22,good
train,E7,P3,T1,C1,4.22,good
train,E7,P3,T1,C2,4.22,good
train,E7,P3,T2,C0,4.16,good
train,E7,P3,T2,C1,4.16,good
train,E7,P3,T2,C2,4.16,good
train,E7,P4,T0,C0,4.2,good
train,E7,P4,T0,C1,4.2,good
train,E7,P4,T0,C2,4.2,good
train,E7,P4,T1,C0,4.16,good
train,E7,P4,T1,C1,4.16,good
train,E7,P4,T1,C2,4.16,good
train,E7,P4,T2,C0,4.1,good
train,E7,P4,T2,C1,4.1,good
train,E7,P4,T2,C2,4.1,good
train,E7,P5,T0,C0,4.18,good
train,E7,P5,T0,C1,4.18,good
train,E7,P5,T0,C2,4.18,good
train,E7,P5,T1,C0,4.16,good
train,E7,P5,T1,C1,4.16,good
train,E7,P5,T1,C2,4.16,good
train,E7,P5,T2,C0,4.26,good
train,E7,P5,T2,C1,4.26,good
train,E7,P5,T2,C2,4.26,good
train,E7,P7,T0,C0,4.24,good
train,E7,P7,T0,C1,4.24,good
train,E7,P7,T0,C2,4.24,good
train,E7,P7,T1,C0,4.34,good
train,E7,P7,T1,C1,4.34,good
train,E7,P7,T1,C2,4.34,good
train,E7,P7,T2,C0,4.46,good
train,E7,P7,T2,C1,4.46,good
train,E7,P7,T2,C2,4.46,good
train,E8,P0,T0,C0,4.96,good
train,E8,P0,T0,C1,4.96,good
train,E8,P0,T0,C2,4.96,good
train,E8,P0,T1,C0,4.9,good
train,E8,P0,T1,C1,4.9,good
train,E8,P0,T1,C2,4.9,good
train,E8,P0,T2,C0,4.9,good
train,E8,P0,T2,C1,4.9,good
train,E8,P0,T2,C2,4.9,good
train,E8,P10,T0,C0,4.48,good
train,E8,P10,T0,C1,4.48,good
train,E8,P10,T0,C2,4.48,good
train,E8,P10,T3,C0,3.8,bad
train,E8,P10,T3,C1,3.8,bad
train,E8,P10,T3,C2,3.8,bad
train,E8,P10,T4,C0,4.12,good
train,E8,P10,T4,C1,4.12,good
train,E8,P10,T4,C2,4.12,good
train,E8,P10,T5,C0,3.84,bad
train,E8,P10,T5,C1,3.84,bad
train,E8,P10,T5,C2,3.84,bad
train,E8,P10,T6,C0,3.7,bad
train,E8,P10,T6,C1,3.7,bad
train,E8,P10,T6,C2,3.7,bad
train,E8,P14,T0,C0,4.625,good
train,E8,P14,T0,C1,4.625,good
train,E8,P14,T0,C2,4.625,good
train,E8,P14,T3,C0,3.5,bad
train,E8,P14,T3,C1,3.5,bad
train,E8,P14,T3,C2,3.5,bad
train,E8,P14,T4,C0,3.45,bad
train,E8,P14,T4,C1,3.45,bad
train,E8,P14,T4,C2,3.45,bad
train,E8,P14,T5,C0,3.0,bad
train,E8,P14,T5,C1,3.0,bad
train,E8,P14,T5,C2,3.0,bad
train,E8,P14,T6,C0,4.675,good
train,E8,P14,T6,C1,4.675,good
train,E8,P14,T6,C2,4.675,good
train,E8,P15,T0,C0,4.9,good
train,E8,P15,T0,C1,4.9,good
train,E8,P15,T0,C2,4.9,good
train,E8,P15,T3,C0,4.1,good
train,E8,P15,T3,C1,4.1,good
train,E8,P15,T3,C2,4.1,good
train,E8,P15,T4,C0,2.88,bad
train,E8,P15,T4,C1,2.88,bad
train,E8,P15,T4,C2,2.88,bad
train,E8,P15,T5,C0,2.98,bad
train,E8,P15,T5,C1,2.98,bad
train,E8,P15,T5,C2,2.98,bad
train,E8,P15,T6,C0,2.58,bad
train,E8,P15,T6,C1,2.58,bad
train,E8,P15,T6,C2,2.58,bad
train,E8,P2,T0,C0,4.86,good
train,E8,P2,T0,C2,4.86,good
train,E8,P2,T1,C0,4.86,good
train,E8,P2,T1,C2,4.86,good
train,E8,P2,T2,C0,4.86,good
train,E8,P2,T2,C2,4.86,good
train,E8,P3,T0,C0,4.86,good
train,E8,P3,T0,C2,4.86,good
train,E8,P3,T1,C0,4.88,good
train,E8,P3,T1,C2,4.88,good
train,E8,P3,T2,C0,4.92,good
train,E8,P3,T2,C2,4.92,good
train,E8,P4,T0,C0,4.9,good
train,E8,P4,T0,C1,4.9,good
train,E8,P4,T0,C2,4.9,good
train,E8,P4,T1,C0,4.84,good
train,E8,P4,T1,C1,4.84,good
train,E8,P4,T1,C2,4.84,good
train,E8,P4,T2,C0,4.84,good
train,E8,P4,T2,C1,4.84,good
train,E8,P4,T2,C2,4.84,good
train,E8,P5,T0,C0,4.8,good
train,E8,P5,T0,C1,4.8,good
train,E8,P5,T0,C2,4.8,good
train,E8,P5,T1,C0,4.82,good
train,E8,P5,T1,C1,4.82,good
train,E8,P5,T1,C2,4.82,good
train,E8,P5,T2,C0,4.9,good
train,E8,P5,T2,C1,4.9,good
train,E8,P5,T2,C2,4.9,good
train,E8,P7,T0,C0,4.9,good
train,E8,P7,T0,C1,4.9,good
train,E8,P7,T0,C2,4.9,good
train,E8,P7,T1,C0,4.9,good
train,E8,P7,T1,C1,4.9,good
train,E8,P7,T1,C2,4.9,good
train,E8,P7,T2,C0,4.9,good
train,E8,P7,T2,C1,4.9,good
train,E8,P7,T2,C2,4.9,good
train,E9,P0,T0,C0,3.975,bad
train,E9,P0,T0,C1,3.975,bad
train,E9,P0,T0,C2,3.975,bad
train,E9,P0,T1,C0,4.375,good
train,E9,P0,T1,C1,4.375,good
train,E9,P0,T1,C2,4.375,good
train,E9,P0,T2,C0,4.5667,good
train,E9,P0,T2,C1,4.5667,good
train,E9,P0,T2,C2,4.5667,good
train,E9,P10,T0,C0,3.7,bad
train,E9,P10,T0,C1,3.7,bad
train,E9,P10,T0,C2,3.7,bad
train,E9,P10,T3,C0,2.8333,bad
train,E9,P10,T3,C1,2.8333,bad
train,E9,P10,T3,C2,2.8333,bad
train,E9,P10,T4,C0,3.1,bad
train,E9,P10,T4,C1,3.1,bad
train,E9,P10,T4,C2,3.1,bad
train,E9,P10,T5,C0,3.05,bad
train,E9,P10,T5,C1,3.05,bad
train,E9,P10,T5,C2,3.05,bad
train,E9,P10,T6,C0,2.1,bad
train,E9,P10,T6,C1,2.1,bad
train,E9,P10,T6,C2,2.1,bad
train,E9,P14,T0,C0,4.3333,good
train,E9,P14,T0,C1,4.3333,good
train,E9,P14,T0,C2,4.3333,good
train,E9,P14,T3,C0,3.9333,bad
train,E9,P14,T3,C1,3.9333,bad
train,E9,P14,T3,C2,3.9333,bad
train,E9,P14,T4,C0,3.6333,bad
train,E9,P14,T4,C1,3.6333,bad
train,E9,P14,T4,C2,3.6333,bad
train,E9,P14,T5,C0,3.0667,bad
train,E9,P14,T5,C1,3.0667,bad
train,E9,P14,T5,C2,3.0667,bad
train,E9,P14,T6,C0,3.9,bad
train,E9,P14,T6,C1,3.9,bad
train,E9,P14,T6,C2,3.9,bad
train,E9,P15,T0,C0,4.5,good
train,E9,P15,T0,C1,4.5,good
train,E9,P15,T0,C2,4.5,good
train,E9,P15,T3,C0,4.425,good
train,E9,P15,T3,C1,4.425,good
train,E9,P15,T3,C2,4.425,good
train,E9,P15,T4,C0,3.65,bad
train,E9,P15,T4,C1,3.65,bad
train,E9,P15,T4,C2,3.65,bad
train,E9,P15,T5,C0,2.775,bad
train,E9,P15,T5,C1,2.775,bad
train,E9,P15,T5,C2,2.775,bad
train,E9,P15,T6,C0,3.375,bad
train,E9,P15,T6,C1,3.375,bad
train,E9,P15,T6,C2,3.375,bad
train,E9,P2,T0,C0,4.375,good
train,E9,P2,T0,C1,4.375,good
train,E9,P2,T0,C2,4.375,good
train,E9,P2,T1,C0,4.475,good
train,E9,P2,T1,C1,4.475,good
train,E9,P2,T1,C2,4.475,good
train,E9,P2,T2,C0,4.375,good
train,E9,P2,T2,C1,4.375,good
train,E9,P2,T2,C2,4.375,good
train,E9,P3,T0,C0,4.375,good
train,E9,P3,T0,C1,4.375,good
train,E9,P3,T0,C2,4.375,good
train,E9,P3,T1,C0,4.5667,good
train,E9,P3,T1,C1,4.5667,good
train,E9,P3,T1,C2,4.5667,good
train,E9,P3,T2,C0,4.5667,good
train,E9,P3,T2,C1,4.5667,good
train,E9,P3,T2,C2,4.5667,good
train,E9,P4,T0,C0,4.45,good
train,E9,P4,T0,C2,4.45,good
train,E9,P4,T1,C0,4.375,good
train,E9,P4,T1,C1,4.375,good
train,E9,P4,T1,C2,4.375,good
train,E9,P4,T2,C0,4.5667,good
train,E9,P4,T2,C1,4.5667,good
train,E9,P4,T2,C2,4.5667,good
train,E9,P5,T0,C0,4.5333,good
train,E9,P5,T0,C1,4.5333,good
train,E9,P5,T0,C2,4.5333,good
train,E9,P5,T1,C0,4.5333,good
train,E9,P5,T1,C1,4.5333,good
train,E9,P5,T1,C2,4.5333,good
train,E9,P5,T2,C0,4.5667,good
train,E9,P5,T2,C1,4.5667,good
train,E9,P5,T2,C2,4.5667,good
train,E9,P7,T0,C0,4.475,good
train,E9,P7,T0,C1,4.475,good
train,E9,P7,T0,C2,4.475,good
train,E9,P7,T1,C0,4.375,good
train,E9,P7,T1,C1,4.375,good
train,E9,P7,T1,C2,4.375,good
train,E9,P7,T2,C0,4.5667,good
train,E9,P7,T2,C1,4.5667,good
train,E9,P7,T2,C2,4.5667,good
valid,E0,P11,T0,C0,3.56,bad
valid,E0,P11,T0,C1,3.56,bad
valid,E0,P11,T0,C2,3.56,bad
valid,E0,P11,T3,C0,2.72,bad
valid,E0,P11,T3,C1,2.72,bad
valid,E0,P11,T3,C2,2.72,bad
valid,E0,P11,T4,C0,2.6,bad
valid,E0,P11,T4,C1,2.6,bad
valid,E0,P11,T4,C2,2.6,bad
valid,E0,P11,T5,C0,2.38,bad
valid,E0,P11,T5,C1,2.38,bad
valid,E0,P11,T5,C2,2.38,bad
valid,E0,P11,T6,C0,2.28,bad
valid,E0,P11,T6,C1,2.28,bad
valid,E0,P11,T6,C2,2.28,bad
valid,E0,P1,T0,C0,4.68,good
valid,E0,P1,T0,C1,4.68,good
valid,E0,P1,T0,C2,4.68,good
valid,E0,P1,T1,C0,4.64,good
valid,E0,P1,T1,C1,4.64,good
valid,E0,P1,T1,C2,4.64,good
valid,E0,P1,T3,C1,4.72,good
valid,E0,P6,T0,C0,4.28,good
valid,E0,P6,T0,C1,4.28,good
valid,E0,P6,T0,C2,4.28,good
valid,E0,P6,T1,C0,4.22,good
valid,E0,P6,T1,C1,4.22,good
valid,E0,P6,T1,C2,4.22,good
valid,E0,P6,T2,C0,3.82,bad
valid,E0,P6,T2,C1,3.82,bad
valid,E0,P6,T2,C2,3.82,bad
valid,E1,P11,T0,C0,4.475,good
valid,E1,P11,T0,C1,4.475,good
valid,E1,P11,T0,C2,4.475,good
valid,E1,P11,T3,C0,3.72,bad
valid,E1,P11,T3,C1,3.72,bad
valid,E1,P11,T3,C2,3.72,bad
valid,E1,P11,T4,C0,2.85,bad
valid,E1,P11,T4,C1,2.85,bad
valid,E1,P11,T4,C2,2.85,bad
valid,E1,P11,T5,C0,3.2,bad
valid,E1,P11,T5,C1,3.2,bad
valid,E1,P11,T5,C2,3.2,bad
valid,E1,P11,T6,C0,2.88,bad
valid,E1,P11,T6,C1,2.88,bad
valid,E1,P11,T6,C2,2.88,bad
valid,E1,P1,T0,C0,4.94,good
valid,E1,P1,T0,C1,4.94,good
valid,E1,P1,T0,C2,4.94,good
valid,E1,P1,T1,C0,4.94,good
valid,E1,P1,T1,C1,4.94,good
valid,E1,P1,T1,C2,4.94,good
valid,E1,P1,T2,C0,4.94,good
valid,E1,P1,T2,C1,4.94,good
valid,E1,P1,T2,C2,4.94,good
valid,E1,P6,T0,C0,4.42,good
valid,E1,P6,T0,C1,4.42,good
valid,E1,P6,T0,C2,4.42,good
valid,E1,P6,T1,C0,4.4,good
valid,E1,P6,T1,C1,4.4,good
valid,E1,P6,T1,C2,4.4,good
valid,E1,P6,T2,C0,4.06,good
valid,E1,P6,T2,C1,4.06,good
valid,E1,P6,T2,C2,4.06,good
valid,E2,P11,T0,C0,3.9,bad
valid,E2,P11,T0,C1,3.9,bad
valid,E2,P11,T0,C2,3.9,bad
valid,E2,P11,T3,C0,2.66,bad
valid,E2,P11,T3,C1,2.66,bad
valid,E2,P11,T3,C2,2.66,bad
valid,E2,P11,T4,C0,3.26,bad
valid,E2,P11,T4,C1,3.26,bad
valid,E2,P11,T4,C2,3.26,bad
valid,E2,P11,T5,C0,3.64,bad
valid,E2,P11,T5,C1,3.64,bad
valid,E2,P11,T5,C2,3.64,bad
valid,E2,P11,T6,C0,2.86,bad
valid,E2,P11,T6,C1,2.86,bad
valid,E2,P11,T6,C2,2.86,bad
valid,E2,P1,T0,C0,5.0,good
valid,E2,P1,T0,C1,5.0,good
valid,E2,P1,T0,C2,5.0,good
valid,E2,P1,T1,C0,4.96,good
valid,E2,P1,T1,C1,4.96,good
valid,E2,P1,T1,C2,4.96,good
valid,E2,P1,T2,C0,5.0,good
valid,E2,P1,T2,C1,5.0,good
valid,E2,P1,T2,C2,5.0,good
valid,E2,P6,T0,C0,4.72,good
valid,E2,P6,T0,C1,4.72,good
valid,E2,P6,T0,C2,4.72,good
valid,E2,P6,T1,C0,4.76,good
valid,E2,P6,T1,C1,4.76,good
valid,E2,P6,T1,C2,4.76,good
valid,E3,P11,T0,C0,4.56,good
valid,E3,P11,T0,C1,4.56,good
valid,E3,P11,T0,C2,4.56,good
valid,E3,P11,T3,C0,4.1,good
valid,E3,P11,T3,C1,4.1,good
valid,E3,P11,T3,C2,4.1,good
valid,E3,P11,T4,C0,3.1,bad
valid,E3,P11,T4,C1,3.1,bad
valid,E3,P11,T4,C2,3.1,bad
valid,E3,P11,T5,C0,3.1,bad
valid,E3,P11,T5,C1,3.1,bad
valid,E3,P11,T5,C2,3.1,bad
valid,E3,P11,T6,C0,2.88,bad
valid,E3,P11,T6,C1,2.88,bad
valid,E3,P11,T6,C2,2.88,bad
valid,E3,P1,T0,C0,4.82,good
valid,E3,P1,T0,C1,4.82,good
valid,E3,P1,T0,C2,4.82,good
valid,E3,P1,T1,C0,4.68,good
valid,E3,P1,T1,C1,4.68,good
valid,E3,P1,T1,C2,4.68,good
valid,E3,P1,T2,C1,4.8,good
valid,E3,P6,T0,C0,4.42,good
valid,E3,P6,T0,C1,4.42,good
valid,E3,P6,T0,C2,4.42,good
valid,E3,P6,T1,C0,4.34,good
valid,E3,P6,T1,C1,4.34,good
valid,E3,P6,T1,C2,4.34,good
valid,E3,P6,T2,C0,4.5,good
valid,E3,P6,T2,C1,4.5,good
valid,E3,P6,T2,C2,4.5,good
valid,E4,P11,T0,C0,4.0,good
valid,E4,P11,T0,C1,4.0,good
valid,E4,P11,T0,C2,4.0,good
valid,E4,P11,T3,C0,2.74,bad
valid,E4,P11,T3,C1,2.74,bad
valid,E4,P11,T3,C2,2.74,bad
valid,E4,P11,T4,C0,3.12,bad
valid,E4,P11,T4,C1,3.12,bad
valid,E4,P11,T4,C2,3.12,bad
valid,E4,P11,T5,C0,3.2,bad
valid,E4,P11,T5,C1,3.2,bad
valid,E4,P11,T5,C2,3.2,bad
valid,E4,P11,T6,C0,2.64,bad
valid,E4,P11,T6,C1,2.64,bad
valid,E4,P11,T6,C2,2.64,bad
valid,E4,P1,T0,C0,4.74,good
valid,E4,P1,T0,C1,4.74,good
valid,E4,P1,T0,C2,4.74,good
valid,E4,P1,T1,C0,4.82,good
valid,E4,P1,T1,C1,4.82,good
valid,E4,P1,T1,C2,4.82,good
valid,E4,P1,T2,C0,4.82,good
valid,E4,P1,T2,C1,4.82,good
valid,E4,P1,T2,C2,4.82,good
valid,E4,P6,T0,C0,4.5,good
valid,E4,P6,T0,C1,4.5,good
valid,E4,P6,T0,C2,4.5,good
valid,E4,P6,T1,C0,4.66,good
valid,E4,P6,T1,C1,4.66,good
valid,E4,P6,T1,C2,4.66,good
valid,E4,P6,T2,C0,4.64,good
valid,E4,P6,T2,C1,4.64,good
valid,E4,P6,T2,C2,4.64,good
valid,E5,P11,T0,C0,4.76,good
valid,E5,P11,T0,C1,4.76,good
valid,E5,P11,T0,C2,4.76,good
valid,E5,P11,T3,C0,3.72,bad
valid,E5,P11,T3,C1,3.72,bad
valid,E5,P11,T3,C2,3.72,bad
valid,E5,P11,T4,C0,3.975,bad
valid,E5,P11,T4,C1,3.975,bad
valid,E5,P11,T4,C2,3.975,bad
valid,E5,P11,T5,C0,4.06,good
valid,E5,P11,T5,C1,4.06,good
valid,E5,P11,T5,C2,4.06,good
valid,E5,P11,T6,C0,3.8,bad
valid,E5,P11,T6,C1,3.8,bad
valid,E5,P11,T6,C2,3.8,bad
valid,E5,P1,T0,C0,4.78,good
valid,E5,P1,T0,C1,4.78,good
valid,E5,P1,T0,C2,4.78,good
valid,E5,P1,T1,C0,4.86,good
valid,E5,P1,T1,C1,4.86,good
valid,E5,P1,T1,C2,4.86,good
valid,E5,P1,T2,C0,4.86,good
valid,E5,P1,T2,C1,4.86,good
valid,E5,P1,T2,C2,4.86,good
valid,E5,P6,T0,C0,4.825,good
valid,E5,P6,T0,C1,4.825,good
valid,E5,P6,T0,C2,4.825,good
valid,E5,P6,T1,C0,4.825,good
valid,E5,P6,T1,C1,4.825,good
valid,E5,P6,T1,C2,4.825,good
valid,E5,P6,T2,C0,4.825,good
valid,E5,P6,T2,C1,4.825,good
valid,E5,P6,T2,C2,4.825,good
valid,E6,P11,T0,C0,4.72,good
valid,E6,P11,T0,C1,4.72,good
valid,E6,P11,T0,C2,4.72,good
valid,E6,P11,T3,C0,4.06,good
valid,E6,P11,T3,C1,4.06,good
valid,E6,P11,T3,C2,4.06,good
valid,E6,P11,T4,C0,3.98,bad
valid,E6,P11,T4,C1,3.98,bad
valid,E6,P11,T4,C2,3.98,bad
valid,E6,P11,T5,C0,3.6,bad
valid,E6,P11,T5,C1,3.6,bad
valid,E6,P11,T5,C2,3.6,bad
valid,E6,P11,T6,C0,3.62,bad
valid,E6,P11,T6,C1,3.62,bad
valid,E6,P11,T6,C2,3.62,bad
valid,E6,P1,T0,C0,4.86,good
valid,E6,P1,T0,C1,4.86,good
valid,E6,P1,T0,C2,4.86,good
valid,E6,P1,T1,C0,4.84,good
valid,E6,P1,T1,C1,4.84,good
valid,E6,P1,T1,C2,4.84,good
valid,E6,P1,T2,C0,4.84,good
valid,E6,P1,T2,C1,4.84,good
valid,E6,P1,T2,C2,4.84,good
valid,E6,P6,T0,C0,4.94,good
valid,E6,P6,T0,C1,4.94,good
valid,E6,P6,T0,C2,4.94,good
valid,E6,P6,T1,C0,4.9,good
valid,E6,P6,T1,C1,4.9,good
valid,E6,P6,T2,C0,4.96,good
valid,E6,P6,T2,C1,4.96,good
valid,E6,P6,T2,C2,4.96,good
valid,E7,P11,T0,C0,5.0,good
valid,E7,P11,T0,C1,5.0,good
valid,E7,P11,T0,C2,5.0,good
valid,E7,P11,T3,C0,4.54,good
valid,E7,P11,T3,C1,4.54,good
valid,E7,P11,T3,C2,4.54,good
valid,E7,P11,T4,C0,3.72,bad
valid,E7,P11,T4,C1,3.72,bad
valid,E7,P11,T4,C2,3.72,bad
valid,E7,P11,T5,C0,3.54,bad
valid,E7,P11,T5,C1,3.54,bad
valid,E7,P11,T5,C2,3.54,bad
valid,E7,P11,T6,C0,4.12,good
valid,E7,P11,T6,C1,4.12,good
valid,E7,P11,T6,C2,4.12,good
valid,E7,P1,T0,C0,4.68,good
valid,E7,P1,T0,C1,4.68,good
valid,E7,P1,T0,C2,4.68,good
valid,E7,P1,T1,C0,4.58,good
valid,E7,P1,T1,C1,4.58,good
valid,E7,P1,T1,C2,4.58,good
valid,E7,P1,T2,C0,4.58,good
valid,E7,P1,T2,C1,4.58,good
valid,E7,P1,T2,C2,4.58,good
valid,E7,P6,T0,C0,4.42,good
valid,E7,P6,T0,C1,4.42,good
valid,E7,P6,T0,C2,4.42,good
valid,E7,P6,T1,C0,4.5,good
valid,E7,P6,T1,C1,4.5,good
valid,E7,P6,T1,C2,4.5,good
valid,E7,P6,T2,C0,4.54,good
valid,E7,P6,T2,C1,4.54,good
valid,E7,P6,T2,C2,4.54,good
valid,E8,P1,T0,C0,4.9,good
valid,E8,P1,T0,C1,4.9,good
valid,E8,P1,T0,C2,4.9,good
valid,E8,P1,T1,C0,4.9,good
valid,E8,P1,T1,C1,4.9,good
valid,E8,P1,T1,C2,4.9,good
valid,E8,P1,T2,C0,4.9,good
valid,E8,P1,T2,C1,4.9,good
valid,E8,P1,T2,C2,4.9,good
valid,E8,P6,T0,C0,4.9,good
valid,E8,P6,T0,C1,4.9,good
valid,E8,P6,T0,C2,4.9,good
valid,E8,P6,T1,C0,4.9,good
valid,E8,P6,T1,C1,4.9,good
valid,E8,P6,T1,C2,4.9,good
valid,E8,P6,T2,C0,4.9,good
valid,E8,P6,T2,C1,4.9,good
valid,E8,P6,T2,C2,4.9,good
valid,E9,P1,T0,C0,4.5667,good
valid,E9,P1,T0,C1,4.5667,good
valid,E9,P1,T0,C2,4.5667,good
valid,E9,P1,T1,C0,4.5667,good
valid,E9,P1,T1,C1,4.5667,good
valid,E9,P1,T1,C2,4.5667,good
valid,E9,P1,T2,C0,4.45,good
valid,E9,P6,T0,C0,4.45,good
valid,E9,P6,T0,C2,4.45,good
valid,E9,P6,T1,C0,4.45,good
valid,E9,P6,T1,C2,4.45,good
valid,E9,P6,T2,C0,4.475,good
valid,E9,P6,T2,C2,4.475,good
test,E0,P12,T0,C0,3.58,bad
test,E0,P12,T0,C1,3.58,bad
test,E0,P12,T0,C2,3.58,bad
test,E0,P12,T3,C0,2.8,bad
test,E0,P12,T3,C1,2.8,bad
test,E0,P12,T3,C2,2.8,bad
test,E0,P12,T4,C0,3.44,bad
test,E0,P12,T4,C1,3.44,bad
test,E0,P12,T4,C2,3.44,bad
test,E0,P12,T5,C0,2.3,bad
test,E0,P12,T5,C1,2.3,bad
test,E0,P12,T5,C2,2.3,bad
test,E0,P12,T6,C0,2.52,bad
test,E0,P12,T6,C1,2.52,bad
test,E0,P12,T6,C2,2.52,bad
test,E0,P13,T0,C0,3.92,bad
test,E0,P13,T0,C1,3.92,bad
test,E0,P13,T0,C2,3.92,bad
test,E0,P13,T3,C0,3.22,bad
test,E0,P13,T3,C1,3.22,bad
test,E0,P13,T3,C2,3.22,bad
test,E0,P13,T4,C0,2.84,bad
test,E0,P13,T4,C1,2.84,bad
test,E0,P13,T4,C2,2.84,bad
test,E0,P13,T5,C0,3.34,bad
test,E0,P13,T5,C1,3.34,bad
test,E0,P13,T5,C2,3.34,bad
test,E0,P13,T6,C0,3.18,bad
test,E0,P13,T6,C1,3.18,bad
test,E0,P13,T6,C2,3.18,bad
test,E0,P8,T0,C0,4.68,good
test,E0,P8,T0,C1,4.68,good
test,E0,P8,T0,C2,4.68,good
test,E0,P8,T1,C0,4.58,good
test,E0,P8,T1,C1,4.58,good
test,E0,P8,T1,C2,4.58,good
test,E0,P8,T2,C0,4.7,good
test,E0,P8,T2,C1,4.7,good
test,E0,P8,T2,C2,4.7,good
test,E0,P9,T0,C0,4.16,good
test,E0,P9,T0,C1,4.16,good
test,E0,P9,T0,C2,4.16,good
test,E0,P9,T1,C0,4.1,good
test,E0,P9,T1,C1,4.1,good
test,E0,P9,T1,C2,4.1,good
test,E0,P9,T2,C0,4.75,good
test,E0,P9,T2,C1,4.75,good
test,E0,P9,T2,C2,4.75,good
test,E1,P12,T0,C0,4.375,good
test,E1,P12,T0,C1,4.375,good
test,E1,P12,T0,C2,4.375,good
test,E1,P12,T3,C0,2.66,bad
test,E1,P12,T3,C1,2.66,bad
test,E1,P12,T3,C2,2.66,bad
test,E1,P12,T4,C0,3.48,bad
test,E1,P12,T4,C1,3.48,bad
test,E1,P12,T4,C2,3.48,bad
test,E1,P12,T5,C0,3.1,bad
test,E1,P12,T5,C1,3.1,bad
test,E1,P12,T5,C2,3.1,bad
test,E1,P12,T6,C0,3.28,bad
test,E1,P12,T6,C1,3.28,bad
test,E1,P12,T6,C2,3.28,bad
test,E1,P8,T0,C0,4.7,good
test,E1,P8,T0,C1,4.7,good
test,E1,P8,T0,C2,4.7,good
test,E1,P8,T1,C0,4.8,good
test,E1,P8,T1,C1,4.8,good
test,E1,P8,T1,C2,4.8,good
test,E1,P8,T2,C0,4.9,good
test,E1,P8,T2,C1,4.9,good
test,E1,P8,T2,C2,4.9,good
test,E1,P9,T0,C0,4.88,good
test,E1,P9,T0,C1,4.88,good
test,E1,P9,T0,C2,4.88,good
test,E1,P9,T1,C0,4.875,good
test,E1,P9,T1,C1,4.875,good
test,E1,P9,T1,C2,4.875,good
test,E1,P9,T2,C0,5.0,good
test,E1,P9,T2,C1,5.0,good
test,E1,P9,T2,C2,5.0,good
test,E2,P12,T0,C0,4.1,good
test,E2,P12,T0,C1,4.1,good
test,E2,P12,T0,C2,4.1,good
test,E2,P12,T3,C0,3.6,bad
test,E2,P12,T3,C1,3.6,bad
test,E2,P12,T3,C2,3.6,bad
test,E2,P12,T4,C0,3.22,bad
test,E2,P12,T4,C1,3.22,bad
test,E2,P12,T4,C2,3.22,bad
test,E2,P12,T5,C0,2.64,bad
test,E2,P12,T5,C1,2.64,bad
test,E2,P12,T5,C2,2.64,bad
test,E2,P12,T6,C0,3.14,bad
test,E2,P12,T6,C1,3.14,bad
test,E2,P12,T6,C2,3.14,bad
test,E2,P8,T0,C0,4.94,good
test,E2,P8,T0,C1,4.94,good
test,E2,P8,T0,C2,4.94,good
test,E2,P8,T1,C0,4.94,good
test,E2,P8,T1,C1,4.94,good
test,E2,P8,T1,C2,4.94,good
test,E2,P9,T0,C0,4.62,good
test,E2,P9,T0,C1,4.62,good
